,Premise,Hypothesis,Label
40882,The beautiful flower gardens were designed by a very famous French artist.,"This may whet your appetite for a boat cruise (from the port's Gare Mari?Â­time) to the Iles de L??rins, where you can stroll through eucalyptus and pine groves and beautiful flower gardens.",neutral
247839,I don't have any friends.,so you do not have any place that has a mop board off or a a piece uh we have a friend who uh rents rents homes redoes homes and rents them,contradiction
17291,It was cold.,It was good to be warm again.,contradiction
355935,The free trade agreement was signed by China and the US.,"Further, the proliferation of international trade agreements, such as the U.S.-Canada Free Trade Agreement of 1989, the North American Free Trade Agreement, and the General Agreement on Tariffs and Trade, should lead to further increases in trade and travel volume.",neutral
156516,It's my first time being a speaker for this specific subject.,and um but i have uh i have been an a speaker in other uh similar type of activities uh and i know the reason why this is why the uh this is being,neutral
349185,The animal escaped leaving the man to cry on the rocks.,The horse turned and still the Kal fought with it.,contradiction
314024,"When they discovered the post office, they knocked on the house next door.","They soon found the post office, which was also a sweet and general fancy shop, and knocked at the door of the cottage next to it.",entailment
117972,Kuwait doesn't burn any oil and has clean air.,and with uh i guess with the oil burning over in Kuwait and stuff that would have a lot of air pollution in it,contradiction
124925,Disagreements with their leaders brought more people into the colonies.,The colony's population has always fluctuated according to events beyond its borders.,neutral
37870,A person with immediately get better if they are larger.,You don't get better because you're big.,contradiction
326996,"The largest island, Gezira, is where Zamalek is located.","Out in the river are several islands and the largest one, Gezira, is home to one of Cairo's most chic neighborhoods, Zamalek.",entailment
177404,"At the top of the mountain, the torii it's in its smallest state.","Purchased by both companies and individuals (at vast expense) in the hope of incurring the blessings of the gods, the torii become smaller as you progress through the tunnel and begin to ascend the mountain.",entailment
217363,The United States repeated meddled in Cuban politics.,The central issue that had drawn Spain and the United States into war Cuba's struggle for independence was resolved in that island's Cuba's freedom was guaranteed by the Paris Treaty of 1898.,neutral
122961,The effort to pedestrianize more areas was stopped in the planning stages long ago.,"More and more streets and entire areas like Les Halles and Beaubourg have been pedestrianized, adding to the profusion of parks, squares, and gardens.",contradiction
48970,Career or love?,Career and family.,contradiction
102283,I will use that thing.,so i i can use that and uh,entailment
106899,I'll go to see them next month.,yeah actually uh we went a couple of times last year i haven't gone they started i guess about a week ago,neutral
130803,Diane Sawyer is hosting this particular episode of 20/20.,"Oddly, this part of the 20/20 segment isn't quite as damaging to Ellis as the raw interview transcript was.",neutral
59340,"No, sir, the blotting paper that was there has been removed.","No, sir, there was a bit of blotting paper over that part.",neutral
175250,"Out of 60,000 employees, I have never been tested once.",and i've been drug tested three times and i know many people that have never been tested in their lifetime and the company i work for is sixty thousand people plus so see i i for some reason i've come up three times that's pretty high statistics,contradiction
12921,"Women should be able to reach for their potential, but it is hard to keep a balance.",yeah i uh i think that while it's a good change for i think women to be able to fulfill their potential in whatever they feel you know their expertise may be uh i think sometimes other things suffer and that i think it's hard to find a balance there,entailment
302111,The damage could be pretty severe.,right and it's one of those things it's it's it's so hard to measure uh what what what the damage is it's it's kind of like uh,neutral
30367,I was the first person at their place in Arlington that morning.,and i went the next morning to Arlington and they gave it to me for that price and what's so funny is they took the car they i knew they were gonna pull it from Town North because that's where the white one was and they had already told me we located one at Town North so it was that same car,neutral
208743,They were happily surprised that the support in the north was so strong.,The Irish Independent of Dublin said it came as a surprise that support for the deal is smaller in the south than in the north.,neutral
221872,You have to wait for about 45 minutes for that dish.,"It takes more than half an hour, time enough to pacify your hunger with another dish for which Spain is  tortilla espanola (Spanish omelette; no connection with Mexican tortillas).",neutral
276269,I was seeing someone else at the time.,"Although he was initially attracted to me, the feeling wasn't mutual, so we became platonic friends.",neutral
335938,Some of the work also includes the emergency training fund for autistic children.,"Some of that work includes access to health care benefits and aiding families that may have a housing problem but also have other issues, such as a disabled child.",contradiction
34418,Inglethorp can even free himself if he manages to make a cut on the net.,"But, in his anxiety, the criminal has drawn the net so closely that one cut will set Inglethorp free."" I was silent.",neutral
389041,Things not like radios.,radios and cassettes and things like that,contradiction
317450,"Public schools, what is your opinion about them?",so what do you think of uh public schools today,entailment
96618,Sometimes auditors should not report cases of fraud to outside parties.,"In some circumstances, auditors should report fraud and illegal acts directly to parties external to the audited entity.",entailment
354781,"But there are companies, like Coors, who sponsor the balloons.",but you have sponsored balloons you know like companies like Coors,entailment
17944,The narrowness of the path made it more defensible.,Perhaps that way may be more easily defended than the town itself.,neutral
309918,I would like to teach mathematics or physics.,and then i'd like to teach maybe mathematics or something i'm trying to study for that now,neutral
103274,I always go there.,never been up there,contradiction
31055,At the low end of the density spectrum the time per box drops off sharply.,It can be seen that time per box drops off sharply at the low end of the density spectrum and then it flattens.,entailment
217906,The cottages were built on beach front property.,"I'll see the film again for the last sequence  anything to stare at Redgrave's face once more, to hear her say, You want to say to each  'Stay.",entailment
319001,Thanksgiving was the last time we had a big meal,i think last let me try to think i think the last time we had a big meal like that we did have both i think we did have both on Thanksgiving  just in case people you know have a variety,entailment
235286,There was a dark shape entering the camp.,A dark shape entered the camp.,entailment
229366,A'deem smiled at him as the two ate their friend.,A'deem smiled at him as the two ate.,neutral
30332,The town is in danger.,They assume we protect the town but we protect nothing here.,neutral
311337,The Metropole is a theater.,"This programme was faithfully carried out, and a little after eleven they drew up before the Metropole.",neutral
62417,And then I did three hours of aerobics.,and then i did a hour of aerobics,contradiction
289908,"Your organization was the one who was wrong, but not you personally.",It wasn't you but the organization you lead that committed the misdeed.,entailment
112771,The state would give the funds back to the federal government.,Prairie State will share the money with the county.,contradiction
348100,It would be a good idea to not let the cats near it.,yeah and watch the cats tear it up,neutral
33461,Glendalough has been a sacred site for thousands of years.,"The sacred site of Glendalough in the Wicklow Mountains is still highly evocative, and should not be missed.",neutral
274283,We have no other options.,No question of another.,neutral
93030,"I like many films, but a lot of violence is something I dislike.",i enjoy a lot of movies now as far as let's say heavy violence i can't handle,entailment
203505,Some delayed response lakes may take over 20 years to fully change.,"Direct response lakes or streams manifest changes more quickly, whereas delayed response lakes or streams manifest changes over a longer period of time.",neutral
154923,His body was intimidating.,"His entire body, naked from the waist up, was covered in tattoos depicting every demon or devil in the five hells.",neutral
88464,The campsite is far away in a parking lot.,We will camp up the road and meet you in the morning.,contradiction
104120,The numbers started high and continued to rise.,"All these numbers may be climbing, but they remain low.",contradiction
73780,Climate change is a big problem for the survival of our species.,"The problems we would address  fine particle pollution, visibility degradation, ozone pollution, mercury deposition, acid rain, nitrate deposition and climate change.",neutral
85565,"He needs nothing else, now that he has achieved immortality.",He already has immortality.,neutral
84723,Tuppence was resolute in her decision to ignore Julius's interests.,"What does he want to know, this friend of yours? Tuppence went through a momentary struggle, but it was Julius's money, and his interests must come first.",contradiction
108941,I think I know the girl you're talking about.,uh oh oh i think i know who you're talking oh i know who you're talking talking about she's got black hair,entailment
55874,Laws and rules could compel an internal audit organization to report outside that entity.,"Internal audit organizations do not have a duty to report outside that entity unless required by law, rule, regulation, or policy.",entailment
162035,This is my first time doing it.,i know the last time i did this they came on and said,contradiction
305467,"What about smaller types of elections, like the school board?",hum okay and then what about the smaller election say some of the city elections uh even down to the uh school board type uh elections i guess there are so many,entailment
174070,It is a Judicial House of Representatives committee with seven members.,Ranking Minority Member Committee on the Judiciary House of Representatives,neutral
99034,"Yeah, I don't think so.",yeah i think so yeah seven twenty five,contradiction
370741,She didn't drop her candle.,"Or perhaps Mrs. Inglethorp herself dropped her candle.""",contradiction
174804,This car didn't use paint.,well the paint paint job yeah if you're going to look a new car what would you look at,contradiction
184398,It looks bleak for you when you are in good standing.,you know and you may be in good standing and everything may look hunky-dory to you,contradiction
142990,There are a lot of cases that are excluded from reporting.,"As a result, numerous cases have been excluded from reporting, even though the client received legal service, because the case lacked the required documentation.",entailment
298979,China is planning to make amends with Taiwan.,"The island abandoned its one China policy, which implied China's sovereignty over and eventual reunification with Taiwan.",entailment
256776,The religious beggar convinced him of the path he needed to take in life.,"Then he saw a religious beggar who seemed serene, and he realized the path his life must take.",neutral
371570,Gross national saving shows if a country has remaining resources.,Gross national saving is a good indicator of resources available both to,neutral
130895,I enjoyed watching them play in the Super Bowl.,they did a they had a excellent game in the Super Bowl uh i was real impressed but uh because,neutral
165618,Although they may not be the best person for the job they usually have the money for it.,and they're not always the best person for the job but they have the money to be able to do it so uh so that there are a lot of problems along that line also and perhaps the government,entailment
267409,I know for sure that it's wrong.,"Is that right?""",contradiction
227807,"The water has fish in it, which I like to eat.",i know i i always i like to like to get right on the water yeah where the campsite it's so it well like i don't know we have lean-to's up here i really like them like they say they're kind of,neutral
180047,There is no effective way to show that interventions have any value.,He noted that we must demonstrate the value of interventions to hospital administrators if we want extra staff for interventions.,neutral
268961,The elders really wanted to open the mines.,For four years Severn had asked the elders to open the old mines deeper in the hills but so far the elders declined.,contradiction
14751,Sartre never visited Montparnasse.,"While other quarters are known for their palaces and churches, Montparnasse (named after a 17th-century gravel mound since removed) has cafe and bars for its landmarks, most of them along the Boulevard du the Closerie des Lilas; the Select, a Henry Miller hang-out; the Coupole, favorite of Sartre and Simone de Beauvoir; the D??me; and the Rotonde.",contradiction
338130,The service cost is not regarded as a cost to the employer.,"Therefore, the entire service cost is recognized as a cost to the employer entity and imputed to it.",contradiction
163837,"I do remember, yet...","I remember, but...",entailment
152854,The reflecting pools add to the character of the statue.,The bronze group sculpture stands in an attractive setting of reflecting pools and fountains with a mosque at one end.,neutral
263379,Changing all water pumps are easy.,right yeah i had to change the water pump in that here about a year ago and it was really fairly easy take the grill out and the radiator out and you can just stand there and work on it,neutral
88078,"Sailing up the Mississippi with some 10,000 first-class troops was a British flotilla that was diverted from the Caribbean.","A British flotilla, diverted from the Caribbean, sailed up the Mississippi with some 10,000 first-class troops.",entailment
72976,On the Southern side of Houston.,uh in Missouri City southwest southwest side of Houston,neutral
229472,I know where you lived.,uh-huh What uh what area did you live in,contradiction
281830,They won't dog your campaign because they risk their own reputation.,Won't they dog your campaign until you answer?,neutral
123252,The Clean Air Act was the first legislation to tackle the issue of visibility.,The Clean Air Act recognizes visibility as an important public good in naming visibility as one of the aspects of public welfare to be protected in setting secondary NAAQS.,neutral
240416,"It was such an impregnable bastion, no one has ever defeated it.","Once a vast fortification of 49 turrets, it ranked alongside Osaka and Nagoya as one of the country's greatest impregnable bastions.",neutral
178112,Julius answered with a lie before leaving the others.,"There was a pause before Julius answered, then he withdrew his head and shut to the door.",neutral
163026,"No bugs, fleas or ticks.",bugs as fleas ticks and stuff like that,contradiction
267066,"Diana wrote letters to her lover, James, but they were stolen.","The fate of love letters written by Diana to her former lover, James Hewitt, and stolen from him by his Italian mistress, who recently tried to sell them to the London Daily Mirror, which instead handed them over to her executors, has preoccupied all the London newspapers for several days.",entailment
161288,Julius Ceasar was never able to make progress in his attack against Gaul.,"When this province was endangered by fresh attacks from the north, Julius Caesar himself took charge, conquering practically the whole of Gaul by 50 b.c.",contradiction
205179,Some of the agricultural workers are not from this country.,"Similarly, the express purpose of section 305 of IRCA was to secure the rights of H-2 agricultural workers under the specific contract under which they were admitted to this country.",entailment
76943,It's hard to find the right places to visit in France.,"France is a large country of infinite variety, so a great many factors come into play as you decide which parts to visit.",neutral
30653,The pope goes against the church's traditions when he thinks it will benefit the people of the church.,This pope often violates what was taught for many centuries as holy tradition without any kind of respect for those of us who lived under the old church.,neutral
155223,I am aware that it is crowded.,yeah it's crowded i know that,entailment
321923,My house is to be painted next month and I found some good painters.,okay we're energized um painting interesting uh the guy called me when she called me the computer called me i thought that they were reading my mind i'm in the middle of um going out for bids to have my house painted,neutral
178242,The money they will receive in 2000 is barely enough.,It is estimated that in the year 2000 they will receive approximately $11.,neutral
323055,This Hindu emblem has no apparent meaning.,"This is a Hindu emblem of two superimposed triangles, the up-pointing one denoting the male force, the other the female.",contradiction
285916,They are cold blooded robbers.,They are not bandits or profiteers.,contradiction
324504,"The internet is in no way, shape, or form a hack.","(In that sense, the Internet was the ultimate hack.)",contradiction
194892,The president does not believe that judicial review should apply to the executive or legislative branches.,The president may also be a true believer in government by lawsuit.,contradiction
333502,They was jus'funnin'...th' boys.,Th' boys ... they was jus' funnin'.,entailment
100276,The anticipated surpluses offer a chance to meet pent-up demand for discretionary domestic spending.,"After recent years of fiscal discipline and focus on fiscal responsibility, the anticipated surpluses offer a chance to meet pent-up demand for discretionary domestic spending, increase defense spending, cut taxes, shore up Social Security and Medicare, reduce the debt, or do some combination of these.",entailment
163327,The water is cold if you go too early.,that water can get pretty cold though  if you go too early,entailment
80846,He was thinking of sad memories.,A tear ran down his cheek as he stood there.,neutral
210439,It is imperative that I have two cars waiting for me.,It would be unnecessary to have two cars waiting about.,contradiction
13963,That's really nice,yeah that's nice out through there i've got a,entailment
350318,The expectation that there is a balanced approach to the OPM requirement is an unrealistic one.,"We selected the Bureau of Land Management (BLM), Federal Highway Administration (FHWA), Internal Revenue Service (IRS), and Veterans Benefits Administration (VBA) because they used a set of balanced expectations to manage the performance of all or a significant portion of their senior executives prior to the OPM requirement.",contradiction
340789,The people didn't know who you were.,They asked for you by name.,contradiction
185049,"after considering it, i suppose for young people, especially as they get older",yeah and now i think about it i guess for for kids like as they get older especially now,entailment
3357,The hotel opened in the 1930's,"Also noteworthy is the Hollywood Roosevelt Hotel (7000 Hollywood Boulevard), which established itself as the hotel of the film world when it opened in 1927.",contradiction
169646,The Lotus database didn't feel like it would be secured as it could easily be pirated.,yeah yeah and i one of the problems with the Lotus database was uh that it was uncontrolled access to who would have that information i mean they said they would give it out to only select companies but uh you know just like software is only given out to customers i mean you can't believe that  it would it would be pirated and they wouldn't bother to check that carefully anyway to someone who's offering,entailment
250257,No one wanted to know what things Kay had learned about in her lifetime.,"Kay, honey, what did you learn to do in your first 46 years on the planet?",contradiction
208048,One third of patients ended up returning for a second session.,"Two-thirds of the patients returned for a second session, but that proportion varied from one-third to 90% across the different interventionists.",contradiction
65317,I am sensitive about my lack of friends and get touchy about it.,i'm a little touchy  every now and then about that,neutral
166817,Unfunded mandates are a thing of the past and don't exist in todays government.,"In the case of state and local governments, directed flows are known as unfunded mandates.",contradiction
238373,There wouldn't be a trade if they had lived.,"If they had survived, there would be no trade in any case.",entailment
4280,You can go to bed now. I will finish my task tomorrow.,"In a minute, when I've done with you, you'll go to bed as I told you to.",contradiction
155280,If you don't start flossing right away your teeth are going to fall out.,Please throw away your meals and begin dental flossing immediately.',neutral
176009,"He said yes, without using words.",He nodded.,entailment
202068,Catherine Gordon is an experienced economist and has many connections to CEO's of delivery systems.,"Catherine Gordon proposed that the recommendations address the issue of financing and suggested the following phrase, Research should also identify the most effective and cost-effective interventions and delivery mechanisms (e.g.",neutral
356139,Mrs. Cavendish has not arrived with the rest,"It occurs to nobody that Mrs. Cavendish has not arrived with the rest, but âand this is significant âI can find no one who saw her come from the other wing."" He looked at Mary Cavendish.",entailment
160597,"Still, I think we will turn it on its head.","Still, I guess we'll leave it like that.",contradiction
296485,The Newsweek is the only place that chronicled the decline of the Kennedy's.,Newsweek 's cover story chronicles--with more than a little Schadenfreude --the decline of the Kennedy dynasty.,neutral
114491,My child is a college senior who loves the photo book.,oh they are are and and and you know my twenty three year old she's a senior in college and she comes in now and she just loves to pick out the picture book we took a lot of pictures at the time dad do you remember that sixth grade team we had that year dad God we were great weren't we,entailment
89590,The vendor was silent.,"Irate yells came from the vendor himself, followed by a loud crash.",contradiction
20582,The public funding of bilingual educational and government materials was opposed by the DOLE.,Dole also opposed public funding of bilingual education and the printing of government materials in Spanish.,entailment
132093,It is possible.,"It may be so, I said, fascinated by Poirot's eloquence.",entailment
200168,I bet that there would be several of them.,yeah yeah i'd i bet yeah there several of them that are out right now that i want to see uh Dances uh Silence of the Lambs,entailment
28786,He smiled after the woman's voice flowed warmly into his mind.,The voice flowed warmly into his mind and he smiled.,neutral
77812,Let me know if you'd like me to unclothe you.,Check here if you'd like me to unbutton your blouse.,neutral
7420,"The church was built by Theodric, an Ostrogoth king who had converted to Christianity.","East of the city center, the early sixth-century church of Sant'?Â­Apollinare Nuovo was built by the Christianized Ostrogoth king Theodoric.",entailment
195051,Things upstate are done differently than in New York City.,"We do things differently in New York City, for instance, than upstate.",entailment
271440,The She has a week to get out of the United States or else she will be arrested.,The  She has to get out of the United States by next week.,neutral
252329,"Despite its greatness, the museum came about somewhat by chance by private collectors donations.","Despite its greatness, the museum came about somewhat by chance.",neutral
6984,I wanted to check out what it was like after the folks were gone.,"The folks weren't there anymore and I wanted to see what it was like.""",entailment
363672,David Duke never came back.,David Duke is back.,contradiction
218447,The theater is no longer used.,Today the theater still provides a wonderful setting for the July festival's opera and symphony concerts.,contradiction
196177,He prefers to be a guest lecturer at seminars over teaching at his University.,He also taught at the University of Pennsylvania School of Law and was a frequent lecturer at professional seminars throughout the United States.,neutral
134640,I never did anything bad.,I did far worse than that.,contradiction
79801,The executive should do this by following directives and recommendations from the VBA and Inspector General.,The executive will accomplish this by adhering to VBA's program integrity directives and the Inspector General recommendations that are applicable and ensuring that on-site reviews do not reveal critical flaws in oversight of program integrity issues.,entailment
125754,"In the long-term, some of the surplus money will have to be spent in order to stimulate the economy.","In the nearand mediumterm, surpluses will depend on continued economic growth and fiscal restraint.",neutral
123643,i am curious about the other.,I wonder who 'they',entailment
196691,Nixon ignored the scandal totally.,"I had my own experience, during the Nixon administration, of carrying on despite swirling scandal.",neutral
303586,"Even though nobody would believe them, they were right.","Mind you, their theory had a rigidly mathematical development and it predicted just such a Galaxy as they describe.",neutral
50296,OPM is famous for amending things without prior warning.,OPM amended regulations that change the way agencies evaluate the members of the Senior Executive Service (SES).,neutral
47928,A percent of every purchase you make should go to your guide.,"If you take a guide or interpreter with you, it is customary for them to receive a percentage on every purchase you make.",entailment
79850,The progression of the campaign will result in good things for lots of people.,The progression of the campaign will also rescue Gore from his Vice Presidential Malaise.,neutral
46477,God sent her away from here.,God just brought her to take care of my problem.,contradiction
339703,The EPA has no office of policy.,"US EPA, Office of Air and Radiation and Office of Policy.",contradiction
238286,There aren't sufficient federalism implications to warrant the preparation of federalism assessment.,it has been determined that there are insufficient federalism implications to warrant to the preparation of a Federalism Assessment.,entailment
383946,The answer is no.,i'm not even yeah,contradiction
219060,Advertising mail is in the number of 3 billion.,3 billion pieces of nonadvertising mail,contradiction
166428,Spot the Cecil Hotel towards the end of the square.,Look for the Cecil Hotel on the western end of the square.,entailment
5516,"Troy I to Troy IX were cities within cities, an unusual architerctural structure.","Modern archaeologists studying the ruins of Troy have discovered nine superimposed cities, ranging from Troy I (3000 2500 b.c. ) to Troy IX (350 b.c.  a.d.",neutral
614,"All falsehoods are lie, regardless of intentionality.","Not all falsehoods, of course, are lies (the key ingredient in a lie is intentionality).",contradiction
131453,The Advisory Council is tasked with eliminating the standards.,"To help ensure that the standards continue to meet the needs of the audit community and the public it serves, the Comptroller General of the United States appointed the Advisory Council on Government Auditing Standards to review the standards and recommend necessary changes.",contradiction
12366,The interest rates are low because we do not invest enough.,jeez you can't get any interest rates,neutral
15980,Men who are equal are naturally cooperative.,"[B]ecause the equality of right and ability breeds equality of hope in the attaining of our Ends, and because each man's ends are naturally to be preferred to his rival's, the two will inevitably become enemies, and in the absence of a neutral arbiter they will endeavor to destroy or subdue one another.",contradiction
58397,He is seated at the table with another couple.,uh no he was sitting at the table with um another couple,entailment
92546,The Mayor's $62 allocation is useless.,"Meantime, the City Council proposed slashing the Mayor's allocation of $62.",neutral
177314,The Venetians were forced to leave his remains on the island when they left.,"The Venetians took his remains to Venice when they fled the island and the church was rebuilt as a mosque after an earthquake in 1856, giving the incongruous but beautiful decoration on the outer walls.",contradiction
46453,We have never driven to Houston or Austin before.,oh is there okay well we didn't go camping we just uh we did like um we drove down to Houston to visit friends and went went to Galveston and uh to San Antonio and then up to Austin and and kind of uh you know doing the sight seeing type,contradiction
177903,"Lacking recognition for divorce judgments made in the U.S., Belize and Gibraltar are best.","(Belize and Gibraltar are best, because they don't recognize American divorce judgments.)",entailment
105554,I never drank it.,And how I drank of it back then.,contradiction
49208,Nobody paid any attention to the men of Scotland Yard.,The Scotland Yard men were the cynosure of all eyes.,contradiction
306401,Russian weapons are typically poorly made and weak.,well it was with Russian were they fought us with Russian weapons and they've they found out the hard way how bad badly put together the Russian weapons are,neutral
110026,Piazza Dante was closed to traffic.,"In an area stretching from the permanently traffic-jammed Piazza Dante, between Via San Biagio dei Librai and Via Tribunali and over to the Porta Capuana, the popular image of old Naples survives.",contradiction
332654,The birds are bronze so that they stand out more against the shrine.,On the upturned roof corners of the shimmering golden shrine stand bronze birds.,neutral
204398,A combination of reform action might restore the program's actuarial balance.,"According to the Social Security Trustees' 2001 intermediate projections, restoring the program's actuarial balance over the next 75 years would require a combination of reform options equal to 1.86 percent of taxable payroll.",entailment
120062,"The thank-you notes from the organizations, are solid evidence of the effectiveness of your programs.","You can puff yourself up with thank-you notes from a dozen organizations, or you can be truly charitable by concentrating your efforts where you believe they will do the most good.",contradiction
281499,Upping comparative price of USPS postal delivery services.,Increasing relative price of USPS postal delivery services,entailment
141065,The site has been updated and now has additional sections.,"The site has grown beyond its original format and now includes job postings, legal information and book recommendations.",entailment
19443,They presented and definitely made their case to me.,"But they didn't make that case, at least to me.",contradiction
382061,there were lobbyists in washington,It's possible that these companies believed that their lobby in Washington was so strong that Congress would ratify any deal.,entailment
146363,They're not at all interested in either spiritual self-flagellation and renewal.,They're more interested in spiritual self-flagellation and renewal.,contradiction
53792,Participants thought that accounting rules should not be applied.,Other suggestions by participants included moving toward more principle-based accounting rules to provide more substance versus form in reporting.,contradiction
294754,A brief overview of case extensive or thick analysis,and Analysis in Case Extensive or thick analysisStudiesa,contradiction
4323,I think about it for myself.,do you have anybody that you uh have are close to that decision on or anything or i've thought about it for myself and all and my wife my wife's mother is uh in a retirement home she's not in a nursing home uh,entailment
345516,The emphasis was added to highlight the incorrect parts of the text.,(Emphasis added.),neutral
357482,The rooms are comfortable.,Comfortable beachside rooms with TVs and safety-deposit boxes.,entailment
243355,The person was so annoying everyone walked out of the room.,"The more annoyed he got, the more unnerved I was.",contradiction
150972,"Yeah, they just can't (...)",yeah or they can't yeah they just can't,entailment
85332,There are many reasons college credit is a good idea.,right right college credit is a good idea because,neutral
86676,Hogan's Heroes made a drama about the Holocaust but it was not well-reserved.,"From one point of view--mine-- Apt Pupil is unacceptable because it uses the Holocaust as dramatic fodder for a lame and shallow drama, but Hogan's Heroes is acceptable because its dimwitted POW humor steers clear of the Holocaust.",neutral
90532,The underpinning will be your undoing.,so have have you got it underpinned,contradiction
282922,The new policy ought to be in place within the next few years.,yeah it's still voluntary though i think i think we're supposed to have something impeme implemented by nineteen ninety three though,neutral
131048,Robert Ferrigno has been touting the Georgian presence in Seattle.,"Well, it appears that Robert Ferrigno (see Kiss My Tan Line) has done well at touting the Californian presence here in Seattle.",contradiction
330399,A carriage had White's men in it.,"Down below, there was the carriage containing White's men... ...And there were two others on the outside with us, attacking the carriage at its joints.",entailment
68022,We do have that in the winter.,oh yeah well during the winter yes we do uh we've had uh well past four or five years i guess at least one day during the year when just everything would just close down because we'd have freezing rain,entailment
357865,In recent years the GAO has been prompted to increase efficiency.,"Reductions in its resource levels, combined with increases and shifts in its workload have in recent years prompted GAO to take strong measures to more efficiently accomplish its mission.",entailment
205570,She wanted him to use a different one and gave him the information.,"No, it's a different one. She handed him the slip of paper.",neutral
14294,"It is impossible to generate enough revenue, isn't it?",Each subclass must generate sufficient revenue to cover its costs.,contradiction
57599,Conclusions are better if they set up the report's recommendations and show the user that the report do not need to be implemented.,Conclusions are stronger if they set up the report's recommendations and convince the knowledgeable user of the report that action is necessary.,contradiction
57498,Disneyland does not have a park near Paris yet.,"An alternative is Disneyland Paris, 32 km (20 miles) east of Paris near Marne-la-Vall??e.",contradiction
104338,I didn't watch a movie.,yeah i'm trying to think what i've seen lately i mean well well we just finished watching uh Teenage Mutant Ninja Turtles on tape you know,contradiction
116309,The number of client for legal solutions has always been on rise.,"a the type of innovative service provided, a the number of eligible clients receiving the service, a the nature of the legal problems addressed through the innovative service, and a the impact of the innovative service on the legal problems.",neutral
92853,It's likely not,well now that's,contradiction
18278,I told the cops that I wanted the boys arrested and sent to prison for a long time.,to heck with them you know the police asked me if i wanted to press charges and i said no i'm not going to press charges i wanted the boys parents to know what had happened and i want you to go to talk to their parents and i want you know their their parents to be aware,contradiction
103304,Testing data is made/produced by the system.,(3) testing data produced by the system.,entailment
324629,The fat man was mumbling about how Mr. White was remarkable.,"'A remarkable man, that Mr. White,' the Fat Man was mumbling.",entailment
358747,Nancy has a lot of beauty.,Nancy owes its classical beauty to King Stanislas Leszczynski of Poland.,entailment
40856,Incubuses are heinous but the Bible doesn't believe in them.,"(An incubus is an evil spirit that has sex with sleeping women; the term is a product of medieval theological lore, not of the Bible.)",neutral
387470,Compressed cannabis pollen!,Hashish!,entailment
368222,Brinkley was attempting to be something.,well Brinkley was sort of trying to be in the mold,entailment
82833,"Emission allowances help businesses reach their emission cap goals with ease, eliminating needless bureaucracy.","And, if you unexpectedly can't reduce emissions as much as planned, you have the flexibility to go out and buy more allowances in the market - all without any government interference, and without undermining air quality.",neutral
239681,You can walk along the Corniche to the center of town.,You can walk back to the center of town along the Corniche.,entailment
304767,The new group I work for is looking for more people.,well i did uh and i'm currently uh consulting now so i'm with this you know a smaller organization um so my benefits are,neutral
83702,Marzena was too tall for Benedictino to kiss.,"The only problem with Marzena was that she was tall and Benedictino was becoming shorter, thinner and his body proportions continued to change.",neutral
368508,"when you're forced to do it twice a week, it eventually turns into a habit",yeah it well you know if they're forced to do it becomes sort of a habit,neutral
219797,It is possible to hike between Huelgoat and Roc Trevezel.,But you will also have fun hiking in the forests and rocky landscapes between Huelgoat and Roc Trevezel and exploring the prehistoric menhir country around Car?Â­nac and the famous Parish Closes (enclos paroissiaux).,entailment
192514,"There is a 20,000 allowance restriction set.","If necessary to meeting the 40,000 allowance restriction imposed under this subsection the Administrator shall reduce, pro rata, the additional annual allowances allocated to each unit under this subsection.",contradiction
100963,"That doesn't make sense, so we should do away with that tax.",wow that that just doesn't seem to make make any sense why if you have to tax something for something you already own,neutral
381842,Case studies are not sufficient when the program is diverse.,"Sometimes, however, it is not possible to answer the evaluation question using case studies, if the program is diverse and the user needs national generalizability.",entailment
238268,Someone is talking about Benjamin Franklin and its upsetting another party.,"'You're going to have to shut up about Benjamin Fucking Franklin right about now, or I'm going to kill you.'",entailment
373364,"We have a rock base here, and our house was built with brick.",we have a rock base here and it's very difficult to put in a basement our home is all brick and with the two,entailment
341873,"It is quite scary, and scientists have been shouting about it for a while.",yeah uh and it's frightening and and and a couple of these scientist down there have been screaming about this for some time now and of course uh Australia is the one that's going to you know suffer the most because uh that main whole that's over the uh Antarctica continent continent you know uh it it expands out over Australia and at certain times of the year,entailment
298953,Program boards show the diversity of the people they serve.,"National, state and local program boards reflect the diversity of the communities they serve.",entailment
358764,Miramax stood to make a lot of money as a result of the deal.,Variety reported that Harvey once locked a producer in a Cannes hotel room until the producer sold Miramax the rights to distribute his film.,neutral
353387,The iron was put back among the white hot flames.,He plunged the iron back into the white hot flames of the furnace.,entailment
86240,She moved her shoulders in a funny way.,"Then she gave a curious movement of her shoulders, rather as a terrier shakes himself.",neutral
352865,James H. Jones wrote A Public/Private Life.,"Alfred C.  A Public/Private Life , by James H. Jones (Norton).",entailment
175624,Chan Cheng Siew was a rubber planter.,"Built in 1896 by rubber planter Chan Cheng Siew, this house offers a vivid introduction to the life and culture of the Straits Chinese, as the Babas are also known.",entailment
223063,The island of Santorini is not a unique place to visit.,"The island of Santorini (Thira) is one of the must-see places of the world, for no other reason than because it frames the earth's largest volcanic caldera.",contradiction
2240,Being a person who rents not even caring about that.,being a renter not even caring about that,entailment
68043,"Yeah, that kind of thing I told you.",yeah that kind of,neutral
256165,Household wealth is associated with personal savings rates.,Personal saving rate Household wealth-to-income ratio,entailment
